
1618807627343,289,get inventory,200,OK,Thread Group 1-1,text,true,,424,174,4,4,https://petstore.swagger.io/v2/store/inventory,288,0,0
1618807627394,289,post store order,200,OK,Thread Group 1-4,text,true,,388,347,3,3,https://petstore.swagger.io/v2/pet,286,0,0
1618807627522,308,get inventory,200,OK,Thread Group 1-2,text,true,,424,174,3,3,https://petstore.swagger.io/v2/store/inventory,307,0,0
1618807627504,327,get using orderid,200,OK,Thread Group 1-3,text,true,,444,172,2,2,https://petstore.swagger.io/v2/store/order/1,308,0,0
1618807627686,306,get using orderid,200,OK,Thread Group 1-4,text,true,,444,172,2,2,https://petstore.swagger.io/v2/store/order/1,302,0,0
1618807627832,368,get inventory,200,OK,Thread Group 1-3,text,true,,424,174,2,2,https://petstore.swagger.io/v2/store/inventory,368,0,0
1618807627993,301,get inventory,200,OK,Thread Group 1-4,text,true,,424,174,1,1,https://petstore.swagger.io/v2/store/inventory,295,0,0
1618808541997,1301,post store order,200,OK,Thread Group 1-1,text,true,,388,347,4,4,https://petstore.swagger.io/v2/pet,1298,0,985
1618808542235,1228,post store order,200,OK,Thread Group 1-2,text,true,,388,347,4,4,https://petstore.swagger.io/v2/pet,1226,0,909
1618808543299,308,get using orderid,200,OK,Thread Group 1-1,text,true,,444,172,4,4,https://petstore.swagger.io/v2/store/order/1,308,0,0
1618808542509,1203,post store order,200,OK,Thread Group 1-3,text,true,,388,347,4,4,https://petstore.swagger.io/v2/pet,1203,0,900
1618808543464,297,get using orderid,200,OK,Thread Group 1-2,text,true,,444,172,4,4,https://petstore.swagger.io/v2/store/order/1,296,0,0
1618808543609,297,get inventory,200,OK,Thread Group 1-1,text,true,,424,174,4,4,https://petstore.swagger.io/v2/store/inventory,297,0,0
1618808542752,1247,post store order,200,OK,Thread Group 1-4,text,true,,388,347,3,3,https://petstore.swagger.io/v2/pet,1247,0,927
1618808543713,286,get using orderid,200,OK,Thread Group 1-3,text,true,,444,172,3,3,https://petstore.swagger.io/v2/store/order/1,286,0,0
1618808543761,289,get inventory,200,OK,Thread Group 1-2,text,true,,424,174,3,3,https://petstore.swagger.io/v2/store/inventory,286,0,0
1618808544001,314,get inventory,200,OK,Thread Group 1-3,text,true,,424,174,2,2,https://petstore.swagger.io/v2/store/inventory,314,0,0
1618808544000,328,get using orderid,200,OK,Thread Group 1-4,text,true,,444,172,1,1,https://petstore.swagger.io/v2/store/order/1,319,0,0
1618808544330,324,get inventory,200,OK,Thread Group 1-4,text,true,,424,174,1,1,https://petstore.swagger.io/v2/store/inventory,323,0,0
